prompt,label
"LEFT id: 498
RIGHT id: 316

LEFT phone: 415/989 -7800
RIGHT phone: 415-955-5555

LEFT category: mediterranean 498
RIGHT category: NA

LEFT title: moose \ s
RIGHT title: NA

LEFT address: 1652 stockton st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 340 stockton st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 98

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 43
RIGHT id: 262

LEFT phone: 212/339 -6719
RIGHT phone: 212-752-2225

LEFT category: american 43
RIGHT category: NA

LEFT title: lespinasse
RIGHT title: NA

LEFT address: 2 e. 55th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 249 e. 50th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 44

LEFT type: NA
RIGHT type: ` french ( classic ) '
",n
"LEFT id: 140
RIGHT id: 64

LEFT phone: 310/276 -7605
RIGHT phone: 213-389-9060

LEFT category: american 137
RIGHT category: NA

LEFT title: hard rock cafe
RIGHT title: NA

LEFT address: 8600 beverly blvd. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2575 beverly blvd.

LEFT city: NA
RIGHT city: la

LEFT class: NA
RIGHT class: 598

LEFT type: NA
RIGHT type: hamburgers
",n
"LEFT id: 44
RIGHT id: 262

LEFT phone: 212/752 -2225
RIGHT phone: 212-752-2225

LEFT category: french 44
RIGHT category: NA

LEFT title: lutece
RIGHT title: NA

LEFT address: 249 e. 50th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 249 e. 50th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 44

LEFT type: NA
RIGHT type: ` french ( classic ) '
",y
"LEFT id: 410
RIGHT id: 148

LEFT phone: 404/350 -6755
RIGHT phone: 404-231-5907

LEFT category: continental 410
RIGHT category: NA

LEFT title: palisades
RIGHT title: NA

LEFT address: 1829 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 4274 peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 682

LEFT type: NA
RIGHT type: vegetarian
",n
"LEFT id: 393
RIGHT id: 295

LEFT phone: 404/266 -1600
RIGHT phone: 404-266-1440

LEFT category: continental 393
RIGHT category: NA

LEFT title: dante \ s down the hatch buckhead
RIGHT title: NA

LEFT address: 3380 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3393 peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 77

LEFT type: NA
RIGHT type: ` french bistro '
",n
"LEFT id: 442
RIGHT id: 137

LEFT phone: 702/385 -7111
RIGHT phone: 702-382-1600

LEFT category: asian 442
RIGHT category: NA

LEFT title: lillie langtry \ s
RIGHT title: NA

LEFT address: 129 e. fremont st. las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 128 e. fremont st.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 671

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 205
RIGHT id: 243

LEFT phone: 212/940 -8185
RIGHT phone: 212-319-1660

LEFT category: french 203
RIGHT category: NA

LEFT title: cafe pierre
RIGHT title: NA

LEFT address: 2 e. 61st st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 34 e. 61st st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 25

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 46
RIGHT id: 270

LEFT phone: 212/754 -6272
RIGHT phone: 212-245-2214

LEFT category: american 46
RIGHT category: NA

LEFT title: march
RIGHT title: NA

LEFT address: 405 e. 58th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 182 w. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 52

LEFT type: NA
RIGHT type: russian
",n
"LEFT id: 449
RIGHT id: 132

LEFT phone: 702/731 -7525
RIGHT phone: 702-791-7352

LEFT category: ` only in las vegas ' 449
RIGHT category: NA

LEFT title: the bacchanal
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3400 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 666

LEFT type: NA
RIGHT type: chinese
",n
"LEFT id: 90
RIGHT id: 292

LEFT phone: 404/237 -2700
RIGHT phone: 404-261-8186

LEFT category: international 90
RIGHT category: NA

LEFT title: dining room ritz-carlton buckhead
RIGHT title: NA

LEFT address: 3434 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2355 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 74

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 92
RIGHT id: 303

LEFT phone: 404/351 -9533
RIGHT phone: 404-231-1368

LEFT category: french 92
RIGHT category: NA

LEFT title: toulouse
RIGHT title: NA

LEFT address: b peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2637 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 85

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 428
RIGHT id: 127

LEFT phone: 702/382 -1600
RIGHT phone: 702-385-4011

LEFT category: ` coffee shops/diners ' 428
RIGHT category: NA

LEFT title: binion \ s coffee shop
RIGHT title: NA

LEFT address: 128 fremont st. las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 202 e. fremont st.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 661

LEFT type: NA
RIGHT type: continental
",n
"LEFT id: 102
RIGHT id: 320

LEFT phone: 415/777 -9779
RIGHT phone: 415-777-9779

LEFT category: american 102
RIGHT category: NA

LEFT title: hawthorne lane
RIGHT title: NA

LEFT address: 22 hawthorne st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 22 hawthorne st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 102

LEFT type: NA
RIGHT type: californian
",y
"LEFT id: 437
RIGHT id: 125

LEFT phone: 702/734 -0410
RIGHT phone: 702-891-7374

LEFT category: buffets 437
RIGHT category: NA

LEFT title: circus circus
RIGHT title: NA

LEFT address: 2880 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3799 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 659

LEFT type: NA
RIGHT type: seafood
",n
"LEFT id: 86
RIGHT id: 169

LEFT phone: 404/876 -1800
RIGHT phone: 404-875-0276

LEFT category: southern 86
RIGHT category: NA

LEFT title: mary mac \ s tea room
RIGHT title: NA

LEFT address: 224 ponce de leon ave. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1031 ponce de leon ave.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 703

LEFT type: NA
RIGHT type: diners
",n
"LEFT id: 440
RIGHT id: 289

LEFT phone: 702/385 -7111
RIGHT phone: 702-385-6277

LEFT category: buffets 440
RIGHT category: NA

LEFT title: golden nugget hotel
RIGHT title: NA

LEFT address: 129 e. fremont st. las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 200 e. fremont st.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 71

LEFT type: NA
RIGHT type: ` pacific rim '
",n
"LEFT id: 429
RIGHT id: 139

LEFT phone: 702/791 -7111
RIGHT phone: 702-739-4651

LEFT category: continental 429
RIGHT category: NA

LEFT title: bistro
RIGHT title: NA

LEFT address: 3400 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3645 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 673

LEFT type: NA
RIGHT type: eclectic
",n
"LEFT id: 428
RIGHT id: 138

LEFT phone: 702/382 -1600
RIGHT phone: 702-385-7111

LEFT category: ` coffee shops/diners ' 428
RIGHT category: NA

LEFT title: binion \ s coffee shop
RIGHT title: NA

LEFT address: 128 fremont st. las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 129 fremont st.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 672

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 12
RIGHT id: 45

LEFT phone: 213/655 -8880
RIGHT phone: 213-935-5280

LEFT category: french 12
RIGHT category: NA

LEFT title: le chardonnay
RIGHT title: NA

LEFT address: 8284 melrose ave. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 7261 melrose ave.

LEFT city: NA
RIGHT city: la

LEFT class: NA
RIGHT class: 579

LEFT type: NA
RIGHT type: hamburgers
",n
"LEFT id: 429
RIGHT id: 133

LEFT phone: 702/791 -7111
RIGHT phone: 702-893-0703

LEFT category: continental 429
RIGHT category: NA

LEFT title: bistro
RIGHT title: NA

LEFT address: 3400 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3200 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 667

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 410
RIGHT id: 174

LEFT phone: 404/350 -6755
RIGHT phone: 404-237-4116

LEFT category: continental 410
RIGHT category: NA

LEFT title: palisades
RIGHT title: NA

LEFT address: 1829 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 4330 peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 708

LEFT type: NA
RIGHT type: american
",n
"LEFT id: 255
RIGHT id: 95

LEFT phone: 212/961 -0574
RIGHT phone: 212-580-8686

LEFT category: mexican 253
RIGHT category: NA

LEFT title: gabriela \ s
RIGHT title: NA

LEFT address: 685 amsterdam ave. at 93rd st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 435 amsterdam ave.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 629

LEFT type: NA
RIGHT type: thai
",n
"LEFT id: 9
RIGHT id: 227

LEFT phone: 310/276 -0615
RIGHT phone: 310-276-0615

LEFT category: american 9
RIGHT category: NA

LEFT title: grill on the alley
RIGHT title: NA

LEFT address: 9560 dayton way los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 9560 dayton way

LEFT city: NA
RIGHT city: beverly hills

LEFT class: NA
RIGHT class: 9

LEFT type: NA
RIGHT type: ` american ( traditional ) '
",y
"LEFT id: 405
RIGHT id: 310

LEFT phone: 404/355 -5993
RIGHT phone: 404-351-9533

LEFT category: continental 405
RIGHT category: NA

LEFT title: luna si
RIGHT title: NA

LEFT address: 1931 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 293-b peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 92

LEFT type: NA
RIGHT type: ` french ( new ) '
",n
"LEFT id: 52
RIGHT id: 284

LEFT phone: 212/245 -2214
RIGHT phone: 212-921-9494

LEFT category: french 52
RIGHT category: NA

LEFT title: petrossian
RIGHT title: NA

LEFT address: 182 w. 58th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 152 w. 44th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 66

LEFT type: NA
RIGHT type: bbq
",n
"LEFT id: 89
RIGHT id: 310

LEFT phone: 404/237 -2700
RIGHT phone: 404-351-9533

LEFT category: ` ext 6108 international ' 89
RIGHT category: NA

LEFT title: cafe ritz-carlton buckhead
RIGHT title: NA

LEFT address: 3434 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 293-b peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 92

LEFT type: NA
RIGHT type: ` french ( new ) '
",n
"LEFT id: 109
RIGHT id: 325

LEFT phone: 415/776 -7825
RIGHT phone: 415-922-0337

LEFT category: american 109
RIGHT category: NA

LEFT title: postrio
RIGHT title: NA

LEFT address: 545 post st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1737 post st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 107

LEFT type: NA
RIGHT type: japanese
",n
"LEFT id: 424
RIGHT id: 286

LEFT phone: 702/739 -4111
RIGHT phone: 702-891-7349

LEFT category: buffets 424
RIGHT category: NA

LEFT title: bally \ s big kitchen
RIGHT title: NA

LEFT address: 3645 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3799 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 68

LEFT type: NA
RIGHT type: southwestern
",n
"LEFT id: 424
RIGHT id: 130

LEFT phone: 702/739 -4111
RIGHT phone: 702-737-7111

LEFT category: buffets 424
RIGHT category: NA

LEFT title: bally \ s big kitchen
RIGHT title: NA

LEFT address: 3645 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3595 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 664

LEFT type: NA
RIGHT type: continental
",n
"LEFT id: 167
RIGHT id: 64

LEFT phone: 213/653 -5858
RIGHT phone: 213-389-9060

LEFT category: american 164
RIGHT category: NA

LEFT title: swingers
RIGHT title: NA

LEFT address: 8020 beverly blvd. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2575 beverly blvd.

LEFT city: NA
RIGHT city: la

LEFT class: NA
RIGHT class: 598

LEFT type: NA
RIGHT type: hamburgers
",n
"LEFT id: 72
RIGHT id: 133

LEFT phone: 702/734 -0410
RIGHT phone: 702-893-0703

LEFT category: ` steak houses ' 72
RIGHT category: NA

LEFT title: steak house
RIGHT title: NA

LEFT address: 2880 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3200 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 667

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 393
RIGHT id: 184

LEFT phone: 404/266 -1600
RIGHT phone: 404-237-7601

LEFT category: continental 393
RIGHT category: NA

LEFT title: dante \ s down the hatch buckhead
RIGHT title: NA

LEFT address: 3380 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3172 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 719

LEFT type: NA
RIGHT type: diners
",n
"LEFT id: 381
RIGHT id: 154

LEFT phone: 404/264 -9546
RIGHT phone: 404-255-4868

LEFT category: asian 381
RIGHT category: NA

LEFT title: annie \ s thai castle
RIGHT title: NA

LEFT address: 3195 roswell rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 4279 roswell rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 688

LEFT type: NA
RIGHT type: chinese
",n
"LEFT id: 422
RIGHT id: 172

LEFT phone: 404/264 -1163
RIGHT phone: 404-240-1984

LEFT category: continental 422
RIGHT category: NA

LEFT title: tomtom
RIGHT title: NA

LEFT address: 3393 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3060 peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 706

LEFT type: NA
RIGHT type: southwestern
",n
"LEFT id: 72
RIGHT id: 125

LEFT phone: 702/734 -0410
RIGHT phone: 702-891-7374

LEFT category: ` steak houses ' 72
RIGHT category: NA

LEFT title: steak house
RIGHT title: NA

LEFT address: 2880 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3799 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 659

LEFT type: NA
RIGHT type: seafood
",n
"LEFT id: 92
RIGHT id: 172

LEFT phone: 404/351 -9533
RIGHT phone: 404-240-1984

LEFT category: french 92
RIGHT category: NA

LEFT title: toulouse
RIGHT title: NA

LEFT address: b peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3060 peachtree rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 706

LEFT type: NA
RIGHT type: southwestern
",n
"LEFT id: 487
RIGHT id: 110

LEFT phone: 415/668 -9292
RIGHT phone: 212-996-0660

LEFT category: '' 487
RIGHT category: NA

LEFT title: katia \ s
RIGHT title: NA

LEFT address: 600 5th ave. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 328 lenox ave.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 644

LEFT type: NA
RIGHT type: southern/soul
",n
"LEFT id: 423
RIGHT id: 16

LEFT phone: 702/252 -7737
RIGHT phone: 310-209-1422

LEFT category: italian 423
RIGHT category: NA

LEFT title: antonio \ s
RIGHT title: NA

LEFT address: 3700 w. flamingo las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 1136 westwood blvd.

LEFT city: NA
RIGHT city: westwood

LEFT class: NA
RIGHT class: 550

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 197
RIGHT id: 107

LEFT phone: 212/688 -4190
RIGHT phone: 212-687-4855

LEFT category: italian 195
RIGHT category: NA

LEFT title: bruno
RIGHT title: NA

LEFT address: 240 e. 58th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 210 e. 46th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 641

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 94
RIGHT id: 186

LEFT phone: 415/387 -0408
RIGHT phone: 415-221-5262

LEFT category: french 94
RIGHT category: NA

LEFT title: alain rondelli
RIGHT title: NA

LEFT address: 126 clement st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2315 clement st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 721

LEFT type: NA
RIGHT type: hamburgers
",n
"LEFT id: 405
RIGHT id: 307

LEFT phone: 404/355 -5993
RIGHT phone: 404-237-2700

LEFT category: continental 405
RIGHT category: NA

LEFT title: luna si
RIGHT title: NA

LEFT address: 1931 peachtree rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3434 peachtree rd. ne

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 89

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 82
RIGHT id: 150

LEFT phone: 404/233 -7673
RIGHT phone: 770-432-2663

LEFT category: international 82
RIGHT category: NA

LEFT title: hedgerose heights inn
RIGHT title: NA

LEFT address: 490 e. paces ferry rd. atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 4199 paces ferry rd.

LEFT city: NA
RIGHT city: atlanta

LEFT class: NA
RIGHT class: 684

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 70
RIGHT id: 123

LEFT phone: 702/731 -7547
RIGHT phone: 702-894-7350

LEFT category: continental 70
RIGHT category: NA

LEFT title: palace court
RIGHT title: NA

LEFT address: 3570 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3300 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 657

LEFT type: NA
RIGHT type: continental
",n
"LEFT id: 152
RIGHT id: 59

LEFT phone: 310/274 -0101
RIGHT phone: 310-859-8744

LEFT category: american 149
RIGHT category: NA

LEFT title: nate \  n \  al \ s
RIGHT title: NA

LEFT address: 414 n. beverly dr. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 224 s. beverly dr.

LEFT city: NA
RIGHT city: beverly hills

LEFT class: NA
RIGHT class: 593

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 6
RIGHT id: 224

LEFT phone: 213/857 -0034
RIGHT phone: 213-857-0034

LEFT category: californian 6
RIGHT category: NA

LEFT title: citrus
RIGHT title: NA

LEFT address: 6703 melrose ave. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 6703 melrose ave.

LEFT city: NA
RIGHT city: los angeles

LEFT class: NA
RIGHT class: 6

LEFT type: NA
RIGHT type: californian
",y
"LEFT id: 76
RIGHT id: 246

LEFT phone: 404/237 -2663
RIGHT phone: 212-362-2200

LEFT category: american 76
RIGHT category: NA

LEFT title: bone \ s
RIGHT title: NA

LEFT address: 3130 piedmont road atlanta
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 2450 broadway

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 28

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 13
RIGHT id: 231

LEFT phone: 310/274 -1893
RIGHT phone: 310-274-1893

LEFT category: italian 13
RIGHT category: NA

LEFT title: locanda veneta
RIGHT title: NA

LEFT address: 3rd st. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 8638 w. third st.

LEFT city: NA
RIGHT city: los angeles

LEFT class: NA
RIGHT class: 13

LEFT type: NA
RIGHT type: italian
",y
"LEFT id: 241
RIGHT id: 263

LEFT phone: 212/758 -5757
RIGHT phone: 212-371-7777

LEFT category: american 239
RIGHT category: NA

LEFT title: fifty seven fifty seven
RIGHT title: NA

LEFT address: 57 e. 57th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 57 w. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 45

LEFT type: NA
RIGHT type: seafood
",n
"LEFT id: 16
RIGHT id: 30

LEFT phone: 213/467 -1108
RIGHT phone: 213-651-3361

LEFT category: californian 16
RIGHT category: NA

LEFT title: patina
RIGHT title: NA

LEFT address: 5955 melrose ave. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 7507 melrose ave.

LEFT city: NA
RIGHT city: la

LEFT class: NA
RIGHT class: 564

LEFT type: NA
RIGHT type: american
",n
"LEFT id: 437
RIGHT id: 140

LEFT phone: 702/734 -0410
RIGHT phone: 702-891-7331

LEFT category: buffets 437
RIGHT category: NA

LEFT title: circus circus
RIGHT title: NA

LEFT address: 2880 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3799 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 674

LEFT type: NA
RIGHT type: italian
",n
"LEFT id: 283
RIGHT id: 115

LEFT phone: 212/674 -7014
RIGHT phone: 212-349-3132

LEFT category: italian 282
RIGHT category: NA

LEFT title: lanza restaurant
RIGHT title: NA

LEFT address: 168 1st ave. between 10th and 11th sts . new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 106 bayard st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 649

LEFT type: NA
RIGHT type: thai
",n
"LEFT id: 151
RIGHT id: 230

LEFT phone: 310/276 -5205
RIGHT phone: 213-655-8880

LEFT category: american 148
RIGHT category: NA

LEFT title: morton \ s
RIGHT title: NA

LEFT address: 8764 melrose ave. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 8284 melrose ave.

LEFT city: NA
RIGHT city: los angeles

LEFT class: NA
RIGHT class: 12

LEFT type: NA
RIGHT type: ` french bistro '
",n
"LEFT id: 444
RIGHT id: 132

LEFT phone: 702/794 -8200
RIGHT phone: 702-791-7352

LEFT category: mexican 444
RIGHT category: NA

LEFT title: margarita \ s mexican cantina
RIGHT title: NA

LEFT address: 3120 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3400 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 666

LEFT type: NA
RIGHT type: chinese
",n
"LEFT id: 110
RIGHT id: 316

LEFT phone: 415/296 -7465
RIGHT phone: 415-955-5555

LEFT category: american 110
RIGHT category: NA

LEFT title: ritz-carlton restaurant and dining room
RIGHT title: NA

LEFT address: 600 stockton st. san francisco
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 340 stockton st.

LEFT city: NA
RIGHT city: san francisco

LEFT class: NA
RIGHT class: 98

LEFT type: NA
RIGHT type: ` american ( new ) '
",n
"LEFT id: 291
RIGHT id: 107

LEFT phone: 212/869 -0900
RIGHT phone: 212-687-4855

LEFT category: american 290
RIGHT category: NA

LEFT title: le marais
RIGHT title: NA

LEFT address: 150 w. 46th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 210 e. 46th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 641

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 151
RIGHT id: 30

LEFT phone: 310/276 -5205
RIGHT phone: 213-651-3361

LEFT category: american 148
RIGHT category: NA

LEFT title: morton \ s
RIGHT title: NA

LEFT address: 8764 melrose ave. los angeles
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 7507 melrose ave.

LEFT city: NA
RIGHT city: la

LEFT class: NA
RIGHT class: 564

LEFT type: NA
RIGHT type: american
",n
"LEFT id: 437
RIGHT id: 133

LEFT phone: 702/734 -0410
RIGHT phone: 702-893-0703

LEFT category: buffets 437
RIGHT category: NA

LEFT title: circus circus
RIGHT title: NA

LEFT address: 2880 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3200 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 667

LEFT type: NA
RIGHT type: steakhouses
",n
"LEFT id: 301
RIGHT id: 263

LEFT phone: 212/888 -6556
RIGHT phone: 212-371-7777

LEFT category: american 300
RIGHT category: NA

LEFT title: manhattan cafe
RIGHT title: NA

LEFT address: 1161 1st ave. between 63rd and 64th sts . new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 57 w. 58th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 45

LEFT type: NA
RIGHT type: seafood
",n
"LEFT id: 72
RIGHT id: 286

LEFT phone: 702/734 -0410
RIGHT phone: 702-891-7349

LEFT category: ` steak houses ' 72
RIGHT category: NA

LEFT title: steak house
RIGHT title: NA

LEFT address: 2880 las vegas blvd. s las vegas
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 3799 las vegas blvd. s.

LEFT city: NA
RIGHT city: las vegas

LEFT class: NA
RIGHT class: 68

LEFT type: NA
RIGHT type: southwestern
",n
"LEFT id: 7
RIGHT id: 17

LEFT phone: 213/848 -6677
RIGHT phone: 310-652-3100

LEFT category: american 7
RIGHT category: NA

LEFT title: fenix
RIGHT title: NA

LEFT address: 8358 sunset blvd. west hollywood
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 8909 sunset blvd.

LEFT city: NA
RIGHT city: w. hollywood

LEFT class: NA
RIGHT class: 551

LEFT type: NA
RIGHT type: ` coffee shops '
",n
"LEFT id: 35
RIGHT id: 120

LEFT phone: 212/620 -4020
RIGHT phone: 212-475-0969

LEFT category: american 35
RIGHT category: NA

LEFT title: gotham bar & grill
RIGHT title: NA

LEFT address: 12 e. 12th st. new york
RIGHT address: NA

LEFT addr: NA
RIGHT addr: 122 e. 17th st.

LEFT city: NA
RIGHT city: new york city

LEFT class: NA
RIGHT class: 654

LEFT type: NA
RIGHT type: japanese
",n
